id,day,time,game_id,away_id,away_team,home_id,home_team,away_runs,home_runs
102,14,1905,GM_102,15,OAK,14,KCM,,
103,15,1905,GM_103,1,WAS,3,PIT,,
104,15,1905,GM_104,9,CHR,11,SDT,,
105,15,1905,GM_105,10,HOU,12,LAP,,
106,16,1905,GM_106,1,WAS,3,PIT,,
107,16,1905,GM_107,2,NYC,4,BKN,,
108,16,1905,GM_108,5,BOS,7,DET,,
109,16,1905,GM_109,6,CLE,8,PHI,,
110,16,1905,GM_110,9,CHR,11,SDT,,
111,16,1905,GM_111,10,HOU,12,LAP,,
112,16,1905,GM_112,13,SFN,15,OAK,,
113,16,1905,GM_113,14,KCM,16,OKC,,
114,17,1905,GM_114,1,WAS,3,PIT,,
115,17,1905,GM_115,2,NYC,4,BKN,,
116,17,1905,GM_116,5,BOS,7,DET,,
117,17,1905,GM_117,6,CLE,8,PHI,,
118,17,1905,GM_118,9,CHR,11,SDT,,
119,17,1905,GM_119,10,HOU,12,LAP,,
120,17,1905,GM_120,13,SFN,15,OAK,,
121,17,1905,GM_121,14,KCM,16,OKC,,
122,18,1905,GM_122,2,NYC,4,BKN,,
123,18,1905,GM_123,5,BOS,7,DET,,
124,18,1905,GM_124,6,CLE,8,PHI,,
125,18,1905,GM_125,13,SFN,15,OAK,,
126,18,1905,GM_126,14,KCM,16,OKC,,
127,19,1905,GM_127,1,WAS,5,BOS,,
128,19,1905,GM_128,2,NYC,6,CLE,,
129,19,1905,GM_129,3,PIT,7,DET,,
130,19,1905,GM_130,4,BKN,8,PHI,,
131,19,1905,GM_131,9,CHR,13,SFN,,
132,19,1905,GM_132,10,HOU,14,KCM,,
133,19,1905,GM_133,11,SDT,15,OAK,,
134,19,1905,GM_134,12,LAP,16,OKC,,
135,20,1905,GM_135,1,WAS,5,BOS,,
136,20,1905,GM_136,2,NYC,6,CLE,,
137,20,1905,GM_137,3,PIT,7,DET,,
138,20,1905,GM_138,4,BKN,8,PHI,,
139,20,1905,GM_139,9,CHR,13,SFN,,
140,20,1905,GM_140,10,HOU,14,KCM,,
141,20,1905,GM_141,11,SDT,15,OAK,,
142,20,1905,GM_142,12,LAP,16,OKC,,
143,21,1905,GM_143,1,WAS,5,BOS,,
144,21,1905,GM_144,2,NYC,6,CLE,,
145,21,1905,GM_145,3,PIT,7,DET,,
146,21,1905,GM_146,4,BKN,8,PHI,,
147,21,1905,GM_147,9,CHR,13,SFN,,
148,21,1905,GM_148,10,HOU,14,KCM,,
149,21,1905,GM_149,11,SDT,15,OAK,,
150,21,1905,GM_150,12,LAP,16,OKC,,
151,22,1905,GM_151,15,OAK,1,WAS,,
152,22,1905,GM_152,16,OKC,2,NYC,,
153,22,1905,GM_153,9,CHR,3,PIT,,
154,22,1905,GM_154,10,HOU,4,BKN,,
155,22,1905,GM_155,11,SDT,5,BOS,,
156,22,1905,GM_156,12,LAP,6,CLE,,
157,22,1905,GM_157,13,SFN,7,DET,,
158,22,1905,GM_158,14,KCM,8,PHI,,
159,23,1905,GM_159,15,OAK,1,WAS,,
160,23,1905,GM_160,16,OKC,2,NYC,,
161,23,1905,GM_161,9,CHR,3,PIT,,
162,23,1905,GM_162,10,HOU,4,BKN,,
163,23,1905,GM_163,11,SDT,5,BOS,,
164,23,1905,GM_164,12,LAP,6,CLE,,
165,23,1905,GM_165,13,SFN,7,DET,,
166,23,1905,GM_166,14,KCM,8,PHI,,
167,24,1905,GM_167,14,KCM,1,WAS,,
168,24,1905,GM_168,13,SFN,2,NYC,,
169,24,1905,GM_169,16,OKC,3,PIT,,
170,24,1905,GM_170,15,OAK,4,BKN,,
171,24,1905,GM_171,10,HOU,5,BOS,,
172,24,1905,GM_172,9,CHR,6,CLE,,
173,24,1905,GM_173,12,LAP,7,DET,,
174,24,1905,GM_174,11,SDT,8,PHI,,
175,25,1905,GM_175,14,KCM,1,WAS,,
176,25,1905,GM_176,13,SFN,2,NYC,,
177,25,1905,GM_177,16,OKC,3,PIT,,
178,25,1905,GM_178,15,OAK,4,BKN,,
179,25,1905,GM_179,10,HOU,5,BOS,,
180,25,1905,GM_180,9,CHR,6,CLE,,
181,25,1905,GM_181,12,LAP,7,DET,,
182,25,1905,GM_182,11,SDT,8,PHI,,
183,26,1905,GM_183,8,PHI,1,WAS,,
184,26,1905,GM_184,7,DET,2,NYC,,
185,26,1905,GM_185,6,CLE,3,PIT,,
186,26,1905,GM_186,4,BKN,5,BOS,,
187,26,1905,GM_187,16,OKC,9,CHR,,
188,26,1905,GM_188,15,OAK,10,HOU,,
189,26,1905,GM_189,13,SFN,12,LAP,,
190,26,1905,GM_190,11,SDT,14,KCM,,
191,27,1905,GM_191,8,PHI,1,WAS,,
192,27,1905,GM_192,7,DET,2,NYC,,
193,27,1905,GM_193,6,CLE,3,PIT,,
194,27,1905,GM_194,4,BKN,5,BOS,,
195,27,1905,GM_195,16,OKC,9,CHR,,
196,27,1905,GM_196,15,OAK,10,HOU,,
197,27,1905,GM_197,13,SFN,12,LAP,,
198,27,1905,GM_198,11,SDT,14,KCM,,
199,28,1905,GM_199,8,PHI,1,WAS,,
200,28,1905,GM_200,7,DET,2,NYC,,
201,28,1905,GM_201,6,CLE,3,PIT,,
202,28,1905,GM_202,4,BKN,5,BOS,,
203,28,1905,GM_203,16,OKC,9,CHR,,
204,28,1905,GM_204,15,OAK,10,HOU,,
205,28,1905,GM_205,13,SFN,12,LAP,,
206,28,1905,GM_206,11,SDT,14,KCM,,
207,29,1905,GM_207,2,NYC,1,WAS,,
208,29,1905,GM_208,6,CLE,5,BOS,,
209,29,1905,GM_209,10,HOU,9,CHR,,
210,29,1905,GM_210,16,OKC,15,OAK,,
211,30,1905,GM_211,2,NYC,1,WAS,,
212,30,1905,GM_212,4,BKN,3,PIT,,
213,30,1905,GM_213,6,CLE,5,BOS,,
214,30,1905,GM_214,8,PHI,7,DET,,
215,30,1905,GM_215,10,HOU,9,CHR,,
216,30,1905,GM_216,12,LAP,11,SDT,,
217,30,1905,GM_217,14,KCM,13,SFN,,
218,30,1905,GM_218,16,OKC,15,OAK,,
219,31,1905,GM_219,2,NYC,1,WAS,,
220,31,1905,GM_220,4,BKN,3,PIT,,
221,31,1905,GM_221,6,CLE,5,BOS,,
222,31,1905,GM_222,8,PHI,7,DET,,
223,31,1905,GM_223,10,HOU,9,CHR,,
224,31,1905,GM_224,12,LAP,11,SDT,,
225,31,1905,GM_225,14,KCM,13,SFN,,
226,31,1905,GM_226,16,OKC,15,OAK,,
227,32,1905,GM_227,4,BKN,3,PIT,,
228,32,1905,GM_228,8,PHI,7,DET,,
229,32,1905,GM_229,12,LAP,11,SDT,,
230,32,1905,GM_230,14,KCM,13,SFN,,
231,33,1905,GM_231,1,WAS,3,PIT,,
232,33,1905,GM_232,2,NYC,4,BKN,,
233,33,1905,GM_233,5,BOS,7,DET,,
234,33,1905,GM_234,6,CLE,8,PHI,,
235,33,1905,GM_235,9,CHR,11,SDT,,
236,33,1905,GM_236,10,HOU,12,LAP,,
237,33,1905,GM_237,15,OAK,13,SFN,,
238,33,1905,GM_238,14,KCM,16,OKC,,
239,34,1905,GM_239,1,WAS,3,PIT,,
240,34,1905,GM_240,2,NYC,4,BKN,,
241,34,1905,GM_241,5,BOS,7,DET,,
242,34,1905,GM_242,6,CLE,8,PHI,,
243,34,1905,GM_243,9,CHR,11,SDT,,
244,34,1905,GM_244,10,HOU,12,LAP,,
245,34,1905,GM_245,15,OAK,13,SFN,,
246,34,1905,GM_246,14,KCM,16,OKC,,
247,35,1905,GM_247,1,WAS,3,PIT,,
248,35,1905,GM_248,2,NYC,4,BKN,,
249,35,1905,GM_249,5,BOS,7,DET,,
250,35,1905,GM_250,6,CLE,8,PHI,,
251,35,1905,GM_251,9,CHR,11,SDT,,
252,35,1905,GM_252,10,HOU,12,LAP,,
253,35,1905,GM_253,15,OAK,13,SFN,,
254,35,1905,GM_254,14,KCM,16,OKC,,
255,36,1905,GM_255,8,PHI,4,BKN,,
256,36,1905,GM_256,3,PIT,7,DET,,
257,36,1905,GM_257,16,OKC,12,LAP,,
258,37,1905,GM_258,5,BOS,1,WAS,,
259,37,1905,GM_259,6,CLE,2,NYC,,
260,37,1905,GM_260,8,PHI,4,BKN,,
261,37,1905,GM_261,3,PIT,7,DET,,
262,37,1905,GM_262,13,SFN,9,CHR,,
263,37,1905,GM_263,14,KCM,10,HOU,,
264,37,1905,GM_264,15,OAK,11,SDT,,
265,37,1905,GM_265,16,OKC,12,LAP,,
266,38,1905,GM_266,5,BOS,1,WAS,,
267,38,1905,GM_267,6,CLE,2,NYC,,
268,38,1905,GM_268,8,PHI,4,BKN,,
269,38,1905,GM_269,3,PIT,7,DET,,
270,38,1905,GM_270,13,SFN,9,CHR,,
271,38,1905,GM_271,14,KCM,10,HOU,,
272,38,1905,GM_272,15,OAK,11,SDT,,
273,38,1905,GM_273,16,OKC,12,LAP,,
274,39,1905,GM_274,5,BOS,1,WAS,,
275,39,1905,GM_275,6,CLE,2,NYC,,
276,39,1905,GM_276,13,SFN,9,CHR,,
277,39,1905,GM_277,14,KCM,10,HOU,,
278,39,1905,GM_278,15,OAK,11,SDT,,
279,40,1905,GM_279,7,DET,1,WAS,,
280,40,1905,GM_280,8,PHI,2,NYC,,
281,40,1905,GM_281,5,BOS,3,PIT,,
282,40,1905,GM_282,4,BKN,6,CLE,,
283,40,1905,GM_283,15,OAK,9,CHR,,
284,40,1905,GM_284,16,OKC,10,HOU,,
285,40,1905,GM_285,13,SFN,11,SDT,,
286,40,1905,GM_286,12,LAP,14,KCM,,
287,41,1905,GM_287,7,DET,1,WAS,,
288,41,1905,GM_288,8,PHI,2,NYC,,
289,41,1905,GM_289,5,BOS,3,PIT,,
290,41,1905,GM_290,4,BKN,6,CLE,,
291,41,1905,GM_291,15,OAK,9,CHR,,
292,41,1905,GM_292,16,OKC,10,HOU,,
293,41,1905,GM_293,13,SFN,11,SDT,,
294,41,1905,GM_294,12,LAP,14,KCM,,
295,42,1905,GM_295,7,DET,1,WAS,,
296,42,1905,GM_296,8,PHI,2,NYC,,
297,42,1905,GM_297,5,BOS,3,PIT,,
298,42,1905,GM_298,4,BKN,6,CLE,,
299,42,1905,GM_299,15,OAK,9,CHR,,
300,42,1905,GM_300,16,OKC,10,HOU,,
301,42,1905,GM_301,13,SFN,11,SDT,,
302,42,1905,GM_302,12,LAP,14,KCM,,
303,43,1905,GM_303,11,SDT,1,WAS,,
304,43,1905,GM_304,12,LAP,2,NYC,,
305,43,1905,GM_305,13,SFN,3,PIT,,
306,43,1905,GM_306,14,KCM,4,BKN,,
307,43,1905,GM_307,15,OAK,5,BOS,,
308,43,1905,GM_308,16,OKC,6,CLE,,
309,43,1905,GM_309,9,CHR,7,DET,,
310,43,1905,GM_310,10,HOU,8,PHI,,
311,44,1905,GM_311,11,SDT,1,WAS,,
312,44,1905,GM_312,12,LAP,2,NYC,,
313,44,1905,GM_313,13,SFN,3,PIT,,
314,44,1905,GM_314,14,KCM,4,BKN,,
315,44,1905,GM_315,15,OAK,5,BOS,,
316,44,1905,GM_316,16,OKC,6,CLE,,
317,44,1905,GM_317,9,CHR,7,DET,,
318,44,1905,GM_318,10,HOU,8,PHI,,
319,45,1905,GM_319,16,OKC,1,WAS,,
320,45,1905,GM_320,15,OAK,2,NYC,,
321,45,1905,GM_321,10,HOU,3,PIT,,
322,45,1905,GM_322,9,CHR,4,BKN,,
323,45,1905,GM_323,12,LAP,5,BOS,,
324,45,1905,GM_324,11,SDT,6,CLE,,
325,45,1905,GM_325,14,KCM,7,DET,,
326,45,1905,GM_326,13,SFN,8,PHI,,
327,46,1905,GM_327,16,OKC,1,WAS,,
328,46,1905,GM_328,15,OAK,2,NYC,,
329,46,1905,GM_329,10,HOU,3,PIT,,
330,46,1905,GM_330,9,CHR,4,BKN,,
331,46,1905,GM_331,12,LAP,5,BOS,,
332,46,1905,GM_332,11,SDT,6,CLE,,
333,46,1905,GM_333,14,KCM,7,DET,,
334,46,1905,GM_334,13,SFN,8,PHI,,
335,47,1905,GM_335,3,PIT,2,NYC,,
336,47,1905,GM_336,1,WAS,4,BKN,,
337,47,1905,GM_337,6,CLE,7,DET,,
338,47,1905,GM_338,5,BOS,8,PHI,,
339,47,1905,GM_339,10,HOU,11,SDT,,
340,47,1905,GM_340,9,CHR,12,LAP,,
341,47,1905,GM_341,14,KCM,15,OAK,,
342,47,1905,GM_342,13,SFN,16,OKC,,
343,48,1905,GM_343,3,PIT,2,NYC,,
344,48,1905,GM_344,1,WAS,4,BKN,,
345,48,1905,GM_345,6,CLE,7,DET,,
346,48,1905,GM_346,5,BOS,8,PHI,,
347,48,1905,GM_347,10,HOU,11,SDT,,
348,48,1905,GM_348,9,CHR,12,LAP,,
349,48,1905,GM_349,14,KCM,15,OAK,,
350,48,1905,GM_350,13,SFN,16,OKC,,
351,49,1905,GM_351,3,PIT,2,NYC,,
352,49,1905,GM_352,1,WAS,4,BKN,,
353,49,1905,GM_353,6,CLE,7,DET,,
354,49,1905,GM_354,5,BOS,8,PHI,,
355,49,1905,GM_355,10,HOU,11,SDT,,
356,49,1905,GM_356,9,CHR,12,LAP,,
357,49,1905,GM_357,14,KCM,15,OAK,,
358,49,1905,GM_358,13,SFN,16,OKC,,
359,50,1905,GM_359,1,WAS,9,CHR,,
360,50,1905,GM_360,2,NYC,10,HOU,,
361,50,1905,GM_361,3,PIT,11,SDT,,
362,50,1905,GM_362,4,BKN,12,LAP,,
363,50,1905,GM_363,7,DET,15,OAK,,
364,51,1905,GM_364,1,WAS,9,CHR,,
365,51,1905,GM_365,2,NYC,10,HOU,,
366,51,1905,GM_366,3,PIT,11,SDT,,
367,51,1905,GM_367,4,BKN,12,LAP,,
368,51,1905,GM_368,5,BOS,13,SFN,,
369,51,1905,GM_369,6,CLE,14,KCM,,
370,51,1905,GM_370,7,DET,15,OAK,,
371,51,1905,GM_371,8,PHI,16,OKC,,
372,52,1905,GM_372,5,BOS,13,SFN,,
373,52,1905,GM_373,6,CLE,14,KCM,,
374,52,1905,GM_374,8,PHI,16,OKC,,
375,53,1905,GM_375,2,NYC,5,BOS,,
376,53,1905,GM_376,1,WAS,6,CLE,,
377,53,1905,GM_377,4,BKN,7,DET,,
378,53,1905,GM_378,3,PIT,8,PHI,,
379,53,1905,GM_379,10,HOU,13,SFN,,
380,53,1905,GM_380,9,CHR,14,KCM,,
381,53,1905,GM_381,12,LAP,15,OAK,,
382,53,1905,GM_382,11,SDT,16,OKC,,
383,54,1905,GM_383,2,NYC,5,BOS,,
384,54,1905,GM_384,1,WAS,6,CLE,,
385,54,1905,GM_385,4,BKN,7,DET,,
386,54,1905,GM_386,3,PIT,8,PHI,,
387,54,1905,GM_387,10,HOU,13,SFN,,
388,54,1905,GM_388,9,CHR,14,KCM,,
389,54,1905,GM_389,12,LAP,15,OAK,,
390,54,1905,GM_390,11,SDT,16,OKC,,
391,55,1905,GM_391,2,NYC,5,BOS,,
392,55,1905,GM_392,1,WAS,6,CLE,,
393,55,1905,GM_393,4,BKN,7,DET,,
394,55,1905,GM_394,3,PIT,8,PHI,,
395,55,1905,GM_395,10,HOU,13,SFN,,
396,55,1905,GM_396,9,CHR,14,KCM,,
397,55,1905,GM_397,12,LAP,15,OAK,,
398,55,1905,GM_398,11,SDT,16,OKC,,
399,56,1905,GM_399,2,NYC,5,BOS,,
400,56,1905,GM_400,1,WAS,6,CLE,,
401,56,1905,GM_401,4,BKN,7,DET,,
402,56,1905,GM_402,3,PIT,8,PHI,,
403,56,1905,GM_403,10,HOU,13,SFN,,
404,56,1905,GM_404,9,CHR,14,KCM,,
405,56,1905,GM_405,12,LAP,15,OAK,,
406,56,1905,GM_406,11,SDT,16,OKC,,
407,57,1905,GM_407,10,HOU,1,WAS,,
408,57,1905,GM_408,9,CHR,2,NYC,,
409,57,1905,GM_409,12,LAP,3,PIT,,
410,57,1905,GM_410,11,SDT,4,BKN,,
411,57,1905,GM_411,14,KCM,5,BOS,,
412,57,1905,GM_412,13,SFN,6,CLE,,
413,57,1905,GM_413,16,OKC,7,DET,,
414,57,1905,GM_414,15,OAK,8,PHI,,
415,58,1905,GM_415,10,HOU,1,WAS,,
416,58,1905,GM_416,9,CHR,2,NYC,,
417,58,1905,GM_417,12,LAP,3,PIT,,
418,58,1905,GM_418,11,SDT,4,BKN,,
419,58,1905,GM_419,14,KCM,5,BOS,,
420,58,1905,GM_420,13,SFN,6,CLE,,
421,58,1905,GM_421,16,OKC,7,DET,,
422,58,1905,GM_422,15,OAK,8,PHI,,
423,59,1905,GM_423,12,LAP,1,WAS,,
424,59,1905,GM_424,11,SDT,2,NYC,,
425,59,1905,GM_425,14,KCM,3,PIT,,
426,59,1905,GM_426,13,SFN,4,BKN,,
427,59,1905,GM_427,16,OKC,5,BOS,,
428,59,1905,GM_428,15,OAK,6,CLE,,
429,59,1905,GM_429,10,HOU,7,DET,,
430,59,1905,GM_430,9,CHR,8,PHI,,
431,60,1905,GM_431,12,LAP,1,WAS,,
432,60,1905,GM_432,11,SDT,2,NYC,,
433,60,1905,GM_433,14,KCM,3,PIT,,
434,60,1905,GM_434,13,SFN,4,BKN,,
435,60,1905,GM_435,16,OKC,5,BOS,,
436,60,1905,GM_436,15,OAK,6,CLE,,
437,60,1905,GM_437,10,HOU,7,DET,,
438,60,1905,GM_438,9,CHR,8,PHI,,
439,61,1905,GM_439,6,CLE,3,PIT,,
440,61,1905,GM_440,4,BKN,5,BOS,,
441,61,1905,GM_441,2,NYC,7,DET,,
442,61,1905,GM_442,1,WAS,8,PHI,,
443,61,1905,GM_443,14,KCM,11,SDT,,
444,61,1905,GM_444,12,LAP,13,SFN,,
445,61,1905,GM_445,10,HOU,15,OAK,,
446,61,1905,GM_446,9,CHR,16,OKC,,
447,62,1905,GM_447,6,CLE,3,PIT,,
448,62,1905,GM_448,4,BKN,5,BOS,,
449,62,1905,GM_449,2,NYC,7,DET,,
450,62,1905,GM_450,1,WAS,8,PHI,,
451,62,1905,GM_451,14,KCM,11,SDT,,
452,62,1905,GM_452,12,LAP,13,SFN,,
453,62,1905,GM_453,10,HOU,15,OAK,,
454,62,1905,GM_454,9,CHR,16,OKC,,
455,63,1905,GM_455,6,CLE,3,PIT,,
456,63,1905,GM_456,4,BKN,5,BOS,,
457,63,1905,GM_457,2,NYC,7,DET,,
458,63,1905,GM_458,1,WAS,8,PHI,,
459,63,1905,GM_459,14,KCM,11,SDT,,
460,63,1905,GM_460,12,LAP,13,SFN,,
461,63,1905,GM_461,10,HOU,15,OAK,,
462,63,1905,GM_462,9,CHR,16,OKC,,
463,64,1905,GM_463,4,BKN,1,WAS,,
464,64,1905,GM_464,8,PHI,5,BOS,,
465,64,1905,GM_465,12,LAP,9,CHR,,
466,64,1905,GM_466,16,OKC,13,SFN,,
467,65,1905,GM_467,4,BKN,1,WAS,,
468,65,1905,GM_468,3,PIT,2,NYC,,
469,65,1905,GM_469,8,PHI,5,BOS,,
470,65,1905,GM_470,7,DET,6,CLE,,
471,65,1905,GM_471,12,LAP,9,CHR,,
472,65,1905,GM_472,11,SDT,10,HOU,,
473,65,1905,GM_473,16,OKC,13,SFN,,
474,65,1905,GM_474,15,OAK,14,KCM,,
475,66,1905,GM_475,4,BKN,1,WAS,,
476,66,1905,GM_476,3,PIT,2,NYC,,
477,66,1905,GM_477,8,PHI,5,BOS,,
478,66,1905,GM_478,7,DET,6,CLE,,
479,66,1905,GM_479,12,LAP,9,CHR,,
480,66,1905,GM_480,11,SDT,10,HOU,,
481,66,1905,GM_481,16,OKC,13,SFN,,
482,66,1905,GM_482,15,OAK,14,KCM,,
483,67,1905,GM_483,3,PIT,2,NYC,,
484,67,1905,GM_484,7,DET,6,CLE,,
485,67,1905,GM_485,11,SDT,10,HOU,,
486,67,1905,GM_486,15,OAK,14,KCM,,
487,68,1905,GM_487,1,WAS,2,NYC,,
488,68,1905,GM_488,3,PIT,4,BKN,,
489,68,1905,GM_489,5,BOS,6,CLE,,
490,68,1905,GM_490,7,DET,8,PHI,,
491,68,1905,GM_491,9,CHR,10,HOU,,
492,68,1905,GM_492,11,SDT,12,LAP,,
493,68,1905,GM_493,13,SFN,14,KCM,,
494,68,1905,GM_494,15,OAK,16,OKC,,
495,69,1905,GM_495,1,WAS,2,NYC,,
496,69,1905,GM_496,3,PIT,4,BKN,,
497,69,1905,GM_497,5,BOS,6,CLE,,
498,69,1905,GM_498,7,DET,8,PHI,,
499,69,1905,GM_499,9,CHR,10,HOU,,
500,69,1905,GM_500,11,SDT,12,LAP,,
501,69,1905,GM_501,13,SFN,14,KCM,,
502,69,1905,GM_502,15,OAK,16,OKC,,
503,70,1905,GM_503,1,WAS,2,NYC,,
504,70,1905,GM_504,3,PIT,4,BKN,,
505,70,1905,GM_505,5,BOS,6,CLE,,
506,70,1905,GM_506,7,DET,8,PHI,,
507,70,1905,GM_507,9,CHR,10,HOU,,
508,70,1905,GM_508,11,SDT,12,LAP,,
509,70,1905,GM_509,13,SFN,14,KCM,,
510,70,1905,GM_510,15,OAK,16,OKC,,
511,71,1905,GM_511,2,NYC,8,PHI,,
512,71,1905,GM_512,9,CHR,15,OAK,,
513,71,1905,GM_513,10,HOU,16,OKC,,
514,72,1905,GM_514,3,PIT,5,BOS,,
515,72,1905,GM_515,4,BKN,6,CLE,,
516,72,1905,GM_516,1,WAS,7,DET,,
517,72,1905,GM_517,2,NYC,8,PHI,,
518,72,1905,GM_518,11,SDT,13,SFN,,
519,72,1905,GM_519,12,LAP,14,KCM,,
520,72,1905,GM_520,9,CHR,15,OAK,,
521,72,1905,GM_521,10,HOU,16,OKC,,
522,73,1905,GM_522,3,PIT,5,BOS,,
523,73,1905,GM_523,4,BKN,6,CLE,,
524,73,1905,GM_524,1,WAS,7,DET,,
525,73,1905,GM_525,2,NYC,8,PHI,,
526,73,1905,GM_526,11,SDT,13,SFN,,
527,73,1905,GM_527,12,LAP,14,KCM,,
528,73,1905,GM_528,9,CHR,15,OAK,,
529,73,1905,GM_529,10,HOU,16,OKC,,
530,74,1905,GM_530,3,PIT,5,BOS,,
531,74,1905,GM_531,4,BKN,6,CLE,,
532,74,1905,GM_532,1,WAS,7,DET,,
533,74,1905,GM_533,11,SDT,13,SFN,,
534,74,1905,GM_534,12,LAP,14,KCM,,
535,75,1905,GM_535,1,WAS,5,BOS,,
536,75,1905,GM_536,2,NYC,6,CLE,,
537,75,1905,GM_537,3,PIT,7,DET,,
538,75,1905,GM_538,4,BKN,8,PHI,,
